All percentages range 0-100% of the total count for either Eukaryotes or Prokaryotes, with exception of the first three data rows (% Known, % Eukaryote, % Prokaryote), which represent %s of total reads.
Taxonomy String (K->S)	Terminal Taxa	MP_E370	MP_E378	MP_E384_3B	MP_E388_1B	MP_E392	MP_E396	MP_E400	MP_E404	MP_E408	MP_E411_1T	MP_E423	MP_E427	MP_E431	MP_E435	MP_E438	MP_E442	MP_E446_1B_PCR1	MP_E446_2B_PCR1	MP_E446_3B_PCR1	MP_E449_1B_PCR1	MP_E449_2B_PCR1	MP_E449_3B_PCR1	MP_E451	MP_E455	MP_E458_1B	MP_E467	MP_E471	MP_E472	MP_E475_PCR1	MP_E486_PCR1	MP_E492_1B_PCR1	MP_E499	MP_E501	MP_E506	MP_E516	MP_E520_1B	MP_E524	MP_E528	MP_E529	MP_E532	MP_E536	MP_E540	MP_E543	MP_E552	MP_E555	MP_E560	MP_E561	MP_E562	MP_E565	MP_E566	MP_E569	MP_E570	MP_E573_1B_PCR1	MP_E573_2B_PCR1	MP_E573_3B_PCR1	MP_E579	MP_E583	MP_E588	MP_E590	MP_E594	MP_E598_1B_PCR1	MP_E598_2B_PCR1	MP_E598_3B_PCR1	MP_E601	MP_E604	MP_E607	MP_E632	MP_E635	MP_E638	MP_E655	MP_E658_1B	MP_E658_2T	MP_E658_3T	MP_E661	MP_E675_1B	MP_E685	MP_E688	MP_E691_1B	MP_E691_2B	MP_E691_3B	MP_E694_1B	MP_E694_2B	MP_E694_3B	MP_E707	MP_E713	MP_E716	MP_E721	MP_E725_1B	MP_E750	MP_E758	MP_E761	MP_E768_1B	MP_E773	MP_E811_1B	MP_E811_2B	MP_E811_3B	MP_E824	MP_E829	MP_E840	MP_E846	MP_E852	MP_E856	MP_E860_1B	MP_E860_2B	MP_E860_3B	MP_E872_1B	MP_E872_2B	MP_E872_3B	MP_E875	MP_POSITIVE
Eukaryota;Nemertea;Palaeonemertea;Carinomiformes;Carinomidae;Carinoma;NA	Carinoma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Palaeonemertea;Carinomiformes;Carinomidae;NA;NA	Carinomidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Palaeonemertea;Carinomiformes;NA;NA;NA	Carinomiformes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Palaeonemertea;Tubulaniformes;NA;NA;NA	Tubulaniformes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.04	0.15	0.01	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Palaeonemertea;Tubulaniformes;Tubulanidae;Carinina;Carinina sp_ chocolate	Carinina sp_ chocolate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0.7	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27	0.11	1.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Palaeonemertea;Tubulaniformes;Tubulanidae;NA;NA	Tubulanidae	0	0	0	0	0	1.15	0	0	2.99	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	1.83	0.94	2.19	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Palaeonemertea;Tubulaniformes;Tubulanidae;Tubulanus;NA	Tubulanus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Palaeonemertea;Tubulaniformes;Tubulanidae;Tubulanus;Tubulanus sexlineatus	Tubulanus sexlineatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Palaeonemertea;Tubulaniformes;Tubulanidae;Tubulanus;Tubulanus sp_ 1 TCH_2015	Tubulanus sp_ 1 TCH_2015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	D	0	0	0	0	0.27	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Palaeonemertea;Tubulaniformes;Tubulanidae;Tubulanus;Tubulanus sp_ 3 TCH_2015	Tubulanus sp_ 3 TCH_2015	0	0	0	0	0	0	0	0	0.05	0.02	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0.1	0	0	0	0	0.12	0	0.07	0.03	0.19	0.27	0.07	0.21	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0
Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Baseodiscidae;NA;NA	Baseodiscidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Lineidae;Cerebratulus;Cerebratulus albifrons	Cerebratulus albifrons	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0.01	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	3.2	1.48	2.7	0	0	0	0.14	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Lineidae;Cerebratulus;Cerebratulus cf_ marginatus 7 MBA_2020	Cerebratulus cf_ marginatus 7 MBA_2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Lineidae;Cerebratulus;Cerebratulus sp_ 1 TCH_2015	Cerebratulus sp_ 1 TCH_2015	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Lineidae;Cerebratulus;NA	Cerebratulus	0	0	0	0	0	0	0	0	0	0	D	0	0	0.01	0	0	0.04	0	0	D	D	D	0	0	0	0	D	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0.01	D	0	0	0	0.31	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	23	17.91	20.32	9.39	1.14	1.9	0	0	0	0.09	0.01	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Lineidae;Kulikovia;Kulikovia montgomeryi	Kulikovia montgomeryi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0	0.17	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Lineidae;Lineus;Lineus flavescens	Lineus flavescens	0	0	0	0	0	0	0	0	0.03	0.01	D	0	0	0	0	0	0.01	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Lineidae;Lineus;Lineus sp_ 1 TCH_2015	Lineus sp_ 1 TCH_2015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Lineidae;Maculaura;Maculaura alaskensis	Maculaura alaskensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0.17	0.31	0.29	0.02	0	0	0	0	0	0	0	0	0.71	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.39	0.07	0	0.05	0	0	0	0	0	0.16	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Lineidae;Maculaura;Maculaura aquilonia	Maculaura aquilonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Lineidae;Maculaura;Maculaura cerebrosa	Maculaura cerebrosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Lineidae;Maculaura;Maculaura magna	Maculaura magna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	D	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Lineidae;Maculaura;NA	Maculaura	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0.19	0.06	0.39	0.01	0	0	0	0	0	0	0	0	31.07	0	0	0	0	0	0	0	0	0	0	0.07	0.01	0.24	0.17	0.18	2.38	0.55	0.66	0.6	0.01	3.81	0	0.32	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Lineidae;Micrura;Micrura purpurea	Micrura purpurea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Lineidae;Micrura;Micrura verrilli	Micrura verrilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Lineidae;Micrura;Micrura wilsoni	Micrura wilsoni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Lineidae;Micrura;NA	Micrura	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Lineidae;NA;NA	Lineidae	0.1	0	0	0	0	1.18	0	0	0	0	0.01	0	0	0	0	0.83	0	0	0	0	0	0	10.85	0	0.21	0	0	0	0	0	0	0	0	0	3.07	0.23	1.97	0	0	0	0	0	0	0	1.45	0.12	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0.1	0	0	0	0	0	0	0	0	24.99	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0
Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Lineidae;Siphonenteron;NA	Siphonenteron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Pilidiophora;Heteronemertea;NA;NA;NA	Heteronemertea	0	0	0	0	1.01	0.08	0	0	0	0	0	0	0.01	0	0	0.02	0.05	0	0	0	D	0	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0.06	0	0	0	0.4	0	0.02	0	0	0	0	0	0.07	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0.78	0.62	1.07	0	0	0	0	0	0.09	0	0	0	D	0	D	D	0	0	0	0	0.04	0	0.01	D	0	0.01	0.11	0	0	0
Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Riseriellidae;Riserius;NA	Riserius	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Riseriellidae;Riserius;Riserius sp_ no eyes	Riserius sp_ no eyes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	D	7.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Valenciniidae;NA;NA	Valenciniidae	0	0	0	0	0	0	0.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Pilidiophora;Hubrechtidae__o;Hubrechtidae;Hubrechtella;NA	Hubrechtella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0
Eukaryota;Nemertea;Pilidiophora;Hubrechtidae__o;Hubrechtidae;NA;NA	Hubrechtidae	0	0	0	0	3.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.27	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Nemertea;Pilidiophora;NA;NA;NA;NA	Pilidiophora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.1	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	<<<Phoronida>>>
Eukaryota;Phoronida;NA;NA;NA;NA;NA	Phoronida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.13	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Phoronida;Phoronidae__o__c;Phoronidae__o;NA;NA;NA	Phoronidae__o	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.02	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	<<<Picozoa>>>
Eukaryota;Picozoa;NA;NA;NA;NA;NA	Picozoa	0.05	23.07	2.7	0.01	0.56	0.03	0.04	3.34	11.3	2.46	1.5	0.91	2.5	1.2	1.1	0.51	2.24	2.29	3.33	0.24	0.32	0.31	0.83	1.96	0.09	0.04	D	D	0.01	0.94	2.62	2.17	1.87	0.01	0.13	D	0.43	0.52	0.16	0.39	0.55	0.07	0.16	0.08	0.23	0.62	1.31	2.52	1.01	0.86	0.25	1.14	1.3	0.75	1.39	0.37	0	0.61	4.39	1.49	1.63	3.45	4.88	0.07	1.43	1.42	0.12	17.05	0.26	3.05	2.65	5.4	5.44	3.48	1.61	0.31	0.27	1.43	1.53	1.8	0.63	0.25	0.33	0.09	0.68	0.22	2.29	2.11	0.88	1.03	0.7	1.32	1.19	0.36	1.16	1.73	0	0.58	5.95	0.14	0.82	0.06	1.2	5.68	4.82	1.44	0.98	0.32	1.78	0
	<<<Placozoa>>>
Eukaryota;Placozoa;Uniplacotomia;Hoilungea;Hoilungidae;Hoilungia;NA	Hoilungia	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	<<<Porifera>>>
Eukaryota;Porifera;Calcarea;Clathrinida;NA;NA;NA	Clathrinida	0	0.19	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Porifera;Calcarea;Leucosolenida;Amphoriscidae;Leucilla;Leucilla nuttingi	Leucilla nuttingi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Porifera;Demospongiae;Agelasida;Agelasidae;NA;NA	Agelasidae	0	0	0	0.06	0	0.1	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.09	3.86	0.19	0.34	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Porifera;Demospongiae;Axinellida;Axinellidae;Acanthella;Acanthella acuta	Acanthella acuta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
